,name,draft_year,prospect_gp,prospect_pim,prospect_pm,draft_round,pick_no,dob,birth_country,weight,shoots,prospect_category,amateur_league,amateur_team,200+games,birth_month,height_cm,translation_factor,eq_g,eq_a,eq_pts,oGVT,dGVT,overall_GVT,position_2
514,Nikita Nesterov,2011,46,72,-2,5,148,1993-03-28,RUS,198,L,European Skater,RUSSIA-JR.,Chelyabinsk 2,0,3,182.88,0.41,3.05,8.52,11.57,-0.81,-0.57,-1.38,D
515,Austen Brassard,2011,67,78,-19,5,149,1993-01-14,CAN,207,R,North American Skater,OHL,Belleville,0,1,187.96,0.31,5.92,4.68,10.59,-4.24,0.06,-4.180000000000001,F
516,Frank Corrado,2011,67,94,-10,5,150,1993-03-26,CAN,190,R,North American Skater,OHL,Sudbury,0,3,182.88,0.31,1.27,8.22,9.49,-1.11,-0.92,-2.0300000000000002,D
517,Rob O'Gara,2011,30,22,0,5,151,1993-07-06,USA,185,L,North American Skater,HIGH-MA,Milton Academy,0,7,187.96,0.41,1.89,6.63,8.52,-1.25,-0.57,-1.8199999999999998,D
518,David Broll,2011,65,85,-10,6,152,1993-01-04,CAN,235,L,North American Skater,OHL,Sault Ste. Marie,0,1,187.96,0.31,4.18,6.74,10.92,-4.18,0.06,-4.12,F
519,Gabriel Beaupre,2011,66,73,-27,6,153,1992-11-23,CAN,192,L,North American Skater,QMJHL,Val d'Or,0,11,187.96,0.25,0.77,3.81,4.57,-1.81,-1.12,-2.93,D
520,Eddie Wittchow,2011,25,28,0,6,154,1992-10-31,USA,198,L,North American Skater,HIGH-MN,Burnsville,0,10,193.04,0.41,9.84,15.31,25.16,1.13,-0.57,0.5599999999999999,D
521,Andrew Fritsch,2011,64,18,17,6,155,1993-03-24,CAN,186,R,North American Skater,OHL,Owen Sound,0,3,182.88,0.31,9.59,11.92,21.51,-2.42,0.06,-2.36,F
522,Darren Kramer,2011,78,334,10,6,156,1991-11-19,CAN,202,L,North American Skater,WHL,Spokane,0,11,185.42,0.28,2.14,1.56,3.69,-5.38,0.03,-5.35,F
523,Lukas Sedlak,2011,47,65,17,6,158,1993-02-25,CZE,211,L,European Skater,CZREP-JR.,C. Budejovice Jr.,0,2,182.88,0.41,8.3,7.71,16.01,-3.33,0.16,-3.17,F
524,Reece Scarlett,2011,72,59,-37,6,159,1993-03-31,CAN,173,R,North American Skater,WHL,Swift Current,0,3,182.88,0.28,1.59,4.78,6.37,-1.55,-1.02,-2.5700000000000003,D
525,Ryan Tesink,2011,63,40,26,6,162,1993-05-21,CAN,173,L,North American Skater,QMJHL,Saint John,0,5,182.88,0.25,2.46,7.4,9.86,-4.36,0.0,-4.36,F
526,Matej Stransky,2011,71,53,13,6,165,1993-07-11,CZE,213,R,North American Skater,WHL,Saskatoon,0,7,190.5,0.28,3.82,3.28,7.11,-4.81,0.03,-4.779999999999999,F
527,Daniil Sobchenko,2011,30,12,8,6,166,1991-04-13,UKR,192,L,European Skater,RUSSIA,Yaroslavl,0,4,187.96,0.41,8.0,8.0,16.0,-3.33,0.16,-3.17,F
528,Daniel Pribyl,2011,46,22,36,6,168,1992-12-18,CZE,189,R,European Skater,CZREP-JR.,Sparta Jr.,0,12,190.5,0.41,16.21,18.61,34.81,-0.2,0.16,-0.04000000000000001,F
529,Sam Jardine,2011,55,60,0,6,169,1993-08-12,CAN,195,L,North American Skater,AJHL,Camrose,0,8,185.42,0.41,3.63,10.38,14.02,-0.46,-0.57,-1.03,D
530,Chase Balisy,2011,42,12,5,6,170,1992-02-02,USA,170,L,North American Skater,CCHA,Western Michigan,0,2,177.8,0.32,5.04,7.56,12.61,-3.9,0.07,-3.83,F
531,Max McCormick,2011,55,102,6,6,171,1992-05-01,USA,174,L,North American Skater,USHL,Sioux City,0,5,180.34,0.41,8.87,8.87,17.73,-3.04,0.16,-2.88,F
532,Peter Ceresnak,2011,40,20,-19,6,172,1993-01-26,SVK,209,R,European Skater,SLOVAKIA-JR.,Trencin Jr.,0,1,190.5,0.41,0.7,4.16,4.85,-1.77,-0.57,-2.34,D
533,Dennis Robertson,2011,30,48,-7,6,173,1991-05-24,CAN,209,L,North American Skater,ECAC,Brown U.,0,5,182.88,0.41,4.36,8.0,12.36,-0.7,-0.57,-1.27,D
534,Richard Nedomlel,2011,66,107,-15,6,175,1993-07-01,CZE,226,L,North American Skater,WHL,Swift Current,0,7,195.58,0.28,0.0,2.94,2.94,-2.04,-1.02,-3.06,D
535,Petr Placek,2011,15,0,0,6,176,1992-12-28,CZE,210,R,North American Skater,HIGH-CT,Hotchkiss School,0,12,193.04,0.41,12.88,11.04,23.92,-2.01,0.16,-1.8499999999999999,F
536,Travis Boyd,2011,84,26,2,6,177,1993-09-14,USA,185,R,North American Skater,USHL,USA U-18,1,9,177.8,0.41,6.15,12.98,19.13,-2.81,0.16,-2.65,F
537,Dylan DeMelo,2011,72,74,34,6,179,1993-05-01,CAN,194,R,North American Skater,OHL,Mississauga St. Michael's,1,5,182.88,0.31,0.89,7.09,7.99,-1.32,-0.92,-2.24,D
538,Pathrik Westerholm,2011,63,16,18,6,180,1992-01-06,SWE,187,L,European Skater,SWEDEN-2,Malmo,0,1,182.88,0.62,21.52,20.45,41.97,1.0,0.37,1.37,F
539,Dillon Donnelly,2011,63,153,-10,7,183,1993-09-07,USA,215,L,North American Skater,QMJHL,Shawinigan,0,9,187.96,0.25,0.28,1.94,2.22,-2.15,-1.12,-3.27,D
540,Iiro Pakarinen,2011,53,40,2,7,184,1991-08-25,FIN,198,R,European Skater,FINLAND,Kalpa,0,8,185.42,0.46,4.62,2.31,6.92,-4.85,0.21,-4.64,F
541,Jordan Fransoo,2011,63,72,4,7,186,1993-04-25,CAN,198,R,North American Skater,WHL,Brandon,0,4,187.96,0.28,1.83,3.66,5.49,-1.68,-1.02,-2.7,D
542,Aaron Harstad,2011,51,73,17,7,187,1992-04-27,USA,199,L,North American Skater,USHL,Green Bay,0,4,187.96,0.41,3.19,6.37,9.56,-1.1,-0.57,-1.67,D
543,Patrick Daly,2011,25,14,0,7,189,1992-06-09,USA,178,L,North American Skater,HIGH-MN,Benilde-St. Margaret's,0,6,182.88,0.41,2.81,31.89,34.71,2.49,-0.57,1.9200000000000004,D
544,Tyler Graovac,2011,66,10,-4,7,191,1993-04-27,CAN,203,L,North American Skater,OHL,Ottawa,0,4,193.04,0.31,3.23,3.55,6.77,-4.87,0.06,-4.8100000000000005,F
545,Teemu Eronen,2011,55,26,-2,7,192,1990-11-22,FIN,180,L,European Skater,FINLAND,Jokerit,0,11,180.34,0.46,0.89,4.89,5.78,-1.64,-0.39,-2.03,D
546,Brody Sutter,2011,46,35,1,7,193,1991-09-26,CAN,190,R,North American Skater,WHL,Lethbridge,0,9,193.04,0.28,5.83,7.77,13.6,-3.73,0.03,-3.7,F
547,Colin Blackwell,2011,25,0,0,7,194,1993-03-28,USA,164,R,North American Skater,HIGH-MA,St. John's Prep,0,3,172.72,0.41,36.97,36.97,73.95,6.33,0.16,6.49,F
548,Jyrki Jokipakka,2011,58,26,2,7,195,1991-08-20,FIN,198,L,European Skater,FINLAND,ILVES,0,8,190.5,0.46,0.43,4.64,5.06,-1.74,-0.39,-2.13,D
549,Zac Larraza,2011,81,42,1,7,196,1993-02-25,USA,194,L,North American Skater,USHL,USA U-18,0,2,187.96,0.41,5.16,4.13,9.29,-4.45,0.16,-4.29,F
550,Brad Navin,2011,14,40,0,7,197,1992-06-05,USA,183,L,North American Skater,HIGH-WI,Waupaca,0,6,187.96,0.41,48.57,38.52,87.09,8.52,0.16,8.68,F
551,Colin Sullivan,2011,27,14,0,7,198,1993-03-26,USA,196,R,North American Skater,HIGH-CT,Avon Old Farms H.S.,0,3,182.88,0.41,3.11,12.45,15.56,-0.24,-0.57,-0.8099999999999999,D
552,Alex Broadhurst,2011,55,22,15,7,199,1993-03-07,USA,183,L,North American Skater,USHL,Green Bay,0,3,182.88,0.41,6.59,10.13,16.72,-3.21,0.16,-3.05,F
553,Michael Schumacher,2011,47,46,0,7,200,1993-08-25,SWE,205,L,European Skater,SWEDEN-JR.,Frolunda Jr.,0,8,193.04,0.41,13.44,10.38,23.82,-2.03,0.16,-1.8699999999999999,F
554,Matthew Peca,2011,60,14,0,7,201,1993-04-27,CAN,155,L,North American Skater,CHL,Pembroke,0,4,172.72,0.41,16.42,25.34,41.76,0.96,0.16,1.1199999999999999,F
555,Brent Andrews,2011,68,33,-22,7,202,1993-01-19,CAN,207,L,North American Skater,QMJHL,Halifax,0,1,187.96,0.25,2.99,4.24,7.21,-4.8,0.0,-4.8,F
556,Max Everson,2011,57,36,-1,7,203,1993-02-22,USA,184,L,North American Skater,HIGH-MN,Edina H.S.,0,2,182.88,0.41,3.43,13.21,16.62,-0.09,-0.57,-0.6599999999999999,D
557,Ryan Dzingel,2011,54,8,19,7,204,1992-03-09,USA,185,L,North American Skater,USHL,Lincoln,1,3,182.88,0.41,9.71,18.6,28.31,-1.28,0.16,-1.12,F
558,Alexei Marchenko,2011,58,32,31,7,205,1992-01-02,RUS,212,R,European Skater,RUSSIA,CSKA,0,1,187.96,0.41,1.93,13.53,15.46,-0.26,-0.57,-0.83,D
559,Derek Mathers,2011,55,173,-11,7,206,1993-08-04,CAN,231,R,North American Skater,OHL,Peterborough,0,8,190.5,0.31,0.39,1.57,1.96,-5.67,0.06,-5.61,F
560,Garrett Haar,2011,51,38,9,7,207,1993-08-16,USA,190,L,North American Skater,USHL,Fargo,0,8,180.34,0.41,3.94,9.0,12.94,-0.62,-0.57,-1.19,D
561,Ondrej Palat,2011,61,24,37,7,208,1991-03-28,CZE,185,L,North American Skater,QMJHL,Drummondville,1,3,182.88,0.25,8.5,12.43,20.93,-2.51,0.0,-2.51,F
562,Scott Wilson,2011,42,59,0,7,209,1992-04-24,CAN,166,L,North American Skater,OJHL,Georgetown,0,4,180.34,0.41,11.06,22.67,33.72,-0.38,0.16,-0.22,F
563,Henrik Tommernes,2011,55,32,-17,7,210,1990-08-28,SWE,185,L,European Skater,SWEDEN,Frolunda,0,8,185.42,0.62,3.6,11.99,15.6,-0.24,0.17,-0.06999999999999998,D
564,Nail Yakupov,2012,42,30,15,1,1,1993-10-06,RUS,194,L,European Skater,OHL,Sarnia,1,10,180.34,0.31,15.2,18.63,33.83,-0.36,0.06,-0.3,F
565,Ryan Murray,2012,46,31,0,1,2,1993-09-27,CAN,198,L,North American Skater,WHL,Everett,1,9,182.88,0.28,3.64,8.89,12.54,-0.67,-1.02,-1.69,D
566,Alex Galchenyuk,2012,2,0,-4,1,3,1994-02-12,USA,197,L,North American Skater,OHL,Sarnia,1,2,185.42,0.31,0.0,0.0,0.0,-6.0,0.06,-5.94,F
567,Griffin Reinhart,2012,62,38,18,1,4,1994-01-24,CAN,212,L,North American Skater,WHL,Edmonton,0,1,190.5,0.28,3.97,7.64,11.61,-0.81,-1.02,-1.83,D
568,Morgan Rielly,2012,18,2,6,1,5,1994-03-09,CAN,205,L,North American Skater,WHL,Moose Jaw,1,3,182.88,0.28,3.18,15.86,19.03,0.25,-1.02,-0.77,D
569,Hampus Lindholm,2012,49,30,31,1,6,1994-01-20,SWE,195,L,European Skater,SWEDEN,Rogle Jr.,1,1,190.5,0.62,6.0,15.41,21.41,0.59,0.17,0.76,D
570,Matt Dumba,2012,69,67,-6,1,7,1994-07-25,CAN,186,R,North American Skater,WHL,Red Deer,1,7,182.88,0.28,5.65,10.46,16.11,-0.16,-1.02,-1.18,D
571,Derrick Pouliot,2012,72,79,14,1,8,1994-01-16,CAN,194,L,North American Skater,WHL,Portland,1,1,182.88,0.28,2.89,12.64,15.53,-0.25,-1.02,-1.27,D
572,Jacob Trouba,2012,54,71,8,1,9,1994-02-26,USA,187,R,North American Skater,USHL,USA U-18,1,2,187.96,0.41,4.64,11.87,16.52,-0.1,-0.57,-0.6699999999999999,D
573,Slater Koekkoek,2012,26,17,-7,1,10,1994-02-18,CAN,190,L,North American Skater,OHL,Peterborough,0,2,187.96,0.31,4.05,10.54,14.58,-0.38,-0.92,-1.3,D
574,Filip Forsberg,2012,50,35,5,1,11,1994-08-13,SWE,194,R,European Skater,SWEDEN,Leksand,1,8,187.96,0.62,6.91,10.37,17.27,-3.12,0.37,-2.75,F
575,Mikhail Grigorenko,2012,59,12,35,1,12,1994-05-16,RUS,209,L,European Skater,QMJHL,Quebec,1,5,193.04,0.25,11.69,13.16,24.86,-1.86,0.0,-1.86,F
576,Radek Faksa,2012,62,47,19,1,13,1994-01-09,CZE,212,L,North American Skater,OHL,Kitchener,1,1,190.5,0.31,9.76,12.46,22.22,-2.3,0.06,-2.2399999999999998,F
577,Zemgus Girgensons,2012,49,69,17,1,14,1994-01-05,LVA,203,L,North American Skater,USHL,Dubuque,1,1,187.96,0.41,13.53,17.47,30.99,-0.84,0.16,-0.6799999999999999,F
578,Cody Ceci,2012,64,14,21,1,15,1993-12-21,CAN,205,R,North American Skater,OHL,Ottawa,1,12,187.96,0.31,5.54,14.03,19.57,0.33,-0.92,-0.5900000000000001,D
579,Tom Wilson,2012,49,141,17,1,16,1994-03-29,CAN,205,R,North American Skater,OHL,Plymouth,1,3,193.04,0.31,3.89,7.78,11.67,-4.05,0.06,-3.9899999999999998,F
580,Tomas Hertl,2012,42,24,9,1,17,1993-11-12,CZE,196,L,European Skater,CZECH,Slavia,1,11,187.96,0.46,8.77,9.5,18.27,-2.96,0.21,-2.75,F
581,Teuvo Teravainen,2012,58,10,10,1,18,1994-09-11,FIN,176,L,European Skater,FINLAND,Jokerit,1,9,180.34,0.46,13.88,9.44,23.32,-2.11,0.21,-1.9,F
582,Scott Laughton,2012,64,101,8,1,20,1994-05-30,CAN,189,L,North American Skater,OHL,Oshawa,1,5,185.42,0.31,7.02,10.7,17.72,-3.05,0.06,-2.9899999999999998,F
583,Mark Jankowski,2012,54,34,0,1,21,1994-09-13,CAN,168,L,North American Skater,HIGH-QC,Stanstead College,1,9,187.96,0.41,26.57,19.66,46.24,1.71,0.16,1.8699999999999999,F
584,Olli Maatta,2012,62,25,25,1,22,1994-08-22,FIN,204,L,North American Skater,OHL,London,1,8,187.96,0.31,1.75,9.45,11.2,-0.86,-0.92,-1.78,D
585,Mike Matheson,2012,53,84,0,1,23,1994-02-27,CAN,178,L,North American Skater,USHL,Dubuque,1,2,187.96,0.41,5.79,8.41,14.2,-0.44,-0.57,-1.01,D
586,Jordan Schmaltz,2012,55,29,11,1,25,1993-10-08,USA,180,R,North American Skater,USHL,Green Bay,0,10,187.96,0.41,4.95,15.35,20.3,0.44,-0.57,-0.12999999999999995,D
587,Brendan Gaunce,2012,68,68,4,1,26,1994-03-25,CAN,218,L,North American Skater,OHL,Belleville,0,3,187.96,0.31,8.72,12.46,21.18,-2.47,0.06,-2.41,F
588,Brady Skjei,2012,84,48,5,1,28,1994-03-26,USA,214,L,North American Skater,USHL,USA U-18,1,3,190.5,0.41,2.33,9.34,11.67,-0.8,-0.57,-1.37,D
589,Stefan Matteau,2012,64,259,4,1,29,1994-02-23,USA,215,L,North American Skater,USHL,USA U-18,0,2,187.96,0.41,9.15,9.15,18.29,-2.95,0.16,-2.79,F
590,Tanner Pearson,2012,60,37,21,1,30,1992-08-10,CAN,193,L,North American Skater,OHL,Barrie,1,8,182.88,0.31,10.17,14.84,25.01,-1.83,0.06,-1.77,F
591,Mitch Moroz,2012,70,138,3,2,32,1994-05-03,CAN,211,L,North American Skater,WHL,Edmonton,0,5,187.96,0.28,4.39,2.47,6.87,-4.85,0.03,-4.819999999999999,F
592,Sebastian Collberg,2012,64,20,-3,2,33,1994-02-23,SWE,181,R,European Skater,SWEDEN,Frolunda,0,2,180.34,0.62,7.24,5.92,13.18,-3.8,0.37,-3.4299999999999997,F
593,Ville Pokka,2012,44,18,-1,2,34,1994-06-03,FIN,205,R,North American Skater,FINLAND,Karpat,0,6,182.88,0.46,2.16,5.78,7.94,-1.33,-0.39,-1.7200000000000002,D
594,Matt Finn,2012,61,58,-13,2,35,1994-02-24,CAN,205,L,North American Skater,OHL,Guelph,0,2,182.88,0.31,3.46,13.13,16.57,-0.1,-0.92,-1.02,D
595,Nic Kerdiles,2012,72,56,-5,2,36,1994-01-11,USA,196,L,North American Skater,USHL,USA U-18,0,1,187.96,0.41,9.97,13.42,23.4,-2.1,0.16,-1.9400000000000002,F
596,Pontus Aberg,2012,58,6,4,2,37,1993-09-23,SWE,196,R,European Skater,SWEDEN,Djurgarden,0,9,180.34,0.62,8.52,7.81,16.33,-3.28,0.37,-2.9099999999999997,F
597,Phil Di Giuseppe,2012,40,18,23,2,38,1993-10-09,CAN,197,L,North American Skater,CCHA,U. of Michigan,1,10,182.88,0.32,5.85,7.97,13.82,-3.7,0.07,-3.6300000000000003,F
598,Lukas Sutter,2012,70,165,15,2,39,1993-10-04,USA,209,L,North American Skater,WHL,Red Deer,0,10,182.88,0.28,7.44,8.24,15.68,-3.39,0.03,-3.3600000000000003,F
599,Lukas Sutter,2012,70,165,15,2,39,1993-10-04,USA,209,L,North American Skater,WHL,Red Deer,0,10,182.88,0.28,7.44,8.24,15.68,-3.39,0.03,-3.3600000000000003,F
600,Lukas Sutter,2012,70,165,15,7,200,1993-10-04,USA,209,L,North American Skater,WHL,Red Deer,0,10,182.88,0.28,7.44,8.24,15.68,-3.39,0.03,-3.3600000000000003,F
601,Lukas Sutter,2012,70,165,15,7,200,1993-10-04,USA,209,L,North American Skater,WHL,Red Deer,0,10,182.88,0.28,7.44,8.24,15.68,-3.39,0.03,-3.3600000000000003,F
602,Dylan Blujus,2012,66,38,4,2,40,1994-01-22,USA,198,R,North American Skater,OHL,Brampton,0,1,190.5,0.31,2.22,8.59,10.81,-0.92,-0.92,-1.84,D
603,Mitchell Heard,2012,57,111,6,2,41,1992-03-12,CAN,188,L,North American Skater,OHL,Plymouth,0,3,182.88,0.31,8.39,8.1,16.49,-3.25,0.06,-3.19,F
604,Patrick Sieloff,2012,84,168,0,2,42,1994-05-15,USA,210,L,North American Skater,USHL,USA U-18,0,5,185.42,0.41,1.0,3.02,4.02,-1.89,-0.57,-2.46,D
605,Ludwig Bystrom,2012,55,111,4,2,43,1994-07-20,SWE,187,L,North American Skater,SWEDEN-JR.,Modo Jr.,0,7,185.42,0.41,4.15,11.94,16.09,-0.17,-0.57,-0.74,D
606,Jake McCabe,2012,26,12,3,2,44,1993-10-12,USA,203,L,North American Skater,WCHA,U. of Wisconsin,1,10,182.88,0.44,3.38,10.12,13.49,-0.54,-0.46,-1.0,D
607,Raphael Bussieres,2012,56,60,-2,2,46,1993-11-05,CAN,195,L,North American Skater,QMJHL,Baie Comeau,0,11,185.42,0.25,6.25,6.85,13.1,-3.82,0.0,-3.82,F
608,Brock McGinn,2012,33,25,-2,2,47,1994-02-02,CAN,186,L,North American Skater,OHL,Guelph,1,2,180.34,0.31,7.63,4.45,12.08,-3.99,0.06,-3.93,F
609,Dillon Fournier,2012,52,59,-8,2,48,1994-06-15,CAN,188,L,North American Skater,QMJHL,Rouyn-Noranda,0,6,187.96,0.25,2.99,9.62,12.61,-0.66,-1.12,-1.7800000000000002,D
610,Martin Frk,2012,34,41,-9,2,49,1993-10-05,CZE,194,R,North American Skater,QMJHL,Halifax,0,10,187.96,0.25,7.82,6.35,14.17,-3.64,0.0,-3.64,F
611,Colton Sissons,2012,58,62,-14,2,50,1993-11-05,CAN,192,R,North American Skater,WHL,Kelowna,1,11,185.42,0.28,8.38,4.83,13.2,-3.8,0.03,-3.77,F
612,Dalton Thrower,2012,66,103,-4,2,51,1993-12-20,CAN,198,R,North American Skater,WHL,Saskatoon,0,12,182.88,0.28,5.15,10.28,15.43,-0.26,-1.02,-1.28,D
613,Teodors Blugers,2012,57,73,0,2,52,1994-08-15,LVA,185,L,North American Skater,HIGH-MN,Shattuck-St. Mary's,1,8,185.42,0.41,13.53,34.57,48.09,2.02,0.16,2.18,F
614,Brian Hart,2012,29,20,0,2,53,1993-11-25,USA,203,R,North American Skater,HIGH-NH,Phillips-Exeter,0,11,187.96,0.41,30.34,34.13,64.47,4.74,0.16,4.9,F
615,Mike Winther,2012,71,59,-9,2,54,1994-07-09,CAN,191,L,North American Skater,WHL,Prince Albert,0,7,182.88,0.28,8.74,6.55,15.31,-3.45,0.03,-3.4200000000000004,F
616,Chris Tierney,2012,69,20,26,2,55,1994-07-01,CAN,190,L,North American Skater,OHL,London,1,7,185.42,0.31,3.43,7.47,10.9,-4.18,0.06,-4.12,F
617,Sam Kurker,2012,26,25,0,2,56,1994-04-08,USA,209,R,North American Skater,HIGH-MA,St. John's Prep,0,4,187.96,0.41,34.47,30.17,64.64,4.77,0.16,4.93,F
618,Alexandre Mallet,2012,68,132,23,2,57,1992-05-22,CAN,195,R,North American Skater,QMJHL,Rimouski,0,5,185.42,0.25,6.65,9.2,15.84,-3.36,0.0,-3.36,F
619,Jordan Martinook,2012,72,80,15,2,58,1992-07-25,CAN,202,L,North American Skater,WHL,Vancouver,1,7,182.88,0.28,8.28,4.96,13.24,-3.79,0.03,-3.7600000000000002,F
620,Boo Nieves,2012,39,4,0,2,59,1994-01-23,USA,200,L,North American Skater,HIGH-CT,Kent School,0,1,190.5,0.41,6.4,28.46,34.87,-0.19,0.16,-0.03,F
621,Damon Severson,2012,56,80,5,2,60,1994-08-07,CAN,199,R,North American Skater,WHL,Kelowna,1,8,187.96,0.28,2.44,10.45,12.89,-0.62,-1.02,-1.6400000000000001,D
622,Devin Shore,2012,41,26,0,2,61,1994-07-19,CAN,185,L,North American Skater,OJHL,Whitby,1,7,185.42,0.41,20.2,20.2,40.4,0.73,0.16,0.89,F
623,Jujhar Khaira,2012,54,69,0,3,63,1994-08-13,CAN,198,L,North American Skater,BCHL,Prince George,1,8,190.5,0.41,15.33,26.44,41.78,0.96,0.16,1.1199999999999999,F
624,Tim Bozon,2012,71,40,27,3,64,1994-03-24,USA,205,L,North American Skater,WHL,Kamloops,0,3,185.42,0.28,9.7,9.43,19.13,-2.81,0.03,-2.7800000000000002,F
625,Adam Pelech,2012,44,52,-20,3,65,1994-08-16,CAN,215,L,North American Skater,OHL,Erie,1,8,187.96,0.31,0.99,8.88,9.86,-1.06,-0.92,-1.98,D
626,Jimmy Vesey,2012,48,52,0,3,66,1993-05-26,USA,194,L,North American Skater,EJHL,South Shore,1,5,185.42,0.41,24.92,21.01,45.92,1.65,0.16,1.8099999999999998,F
627,Mackenzie MacEachern,2012,29,16,50,3,67,1994-03-09,USA,180,L,North American Skater,HIGH-MI,Brother Rice H.S.,0,3,190.5,0.41,40.36,46.12,86.49,8.41,0.16,8.57,F
628,John Draeger,2012,63,38,0,3,68,1993-12-02,USA,186,R,North American Skater,HIGH-MN,Shattuck-St. Mary's,0,12,187.96,0.41,5.24,13.97,19.2,0.28,-0.57,-0.2899999999999999,D
629,Scott Kosmachuk,2012,67,110,-10,3,70,1994-01-24,CAN,195,R,North American Skater,OHL,Guelph,0,1,182.88,0.31,9.4,9.08,18.48,-2.92,0.06,-2.86,F
630,Tanner Richard,2012,43,46,4,3,71,1993-04-06,CAN,186,L,European Skater,OHL,Guelph,0,4,182.88,0.31,5.26,14.16,19.42,-2.76,0.06,-2.6999999999999997,F
631,Troy Bourke,2012,71,56,-12,3,72,1994-03-30,CAN,173,L,North American Skater,WHL,Prince George,0,3,177.8,0.28,4.85,10.24,15.09,-3.48,0.03,-3.45,F
632,Justin Kea,2012,65,76,-4,3,73,1994-02-07,CAN,215,L,North American Skater,OHL,Saginaw,0,2,193.04,0.31,0.97,3.55,4.52,-5.25,0.06,-5.19,F
633,Esa Lindell,2012,50,16,25,3,74,1994-05-23,FIN,198,L,European Skater,Finland Jr.,Jokerit Jr.,1,5,190.5,0.41,11.88,16.98,28.86,1.66,-0.57,1.0899999999999999,D
634,Shayne Gostisbehere,2012,41,20,18,3,78,1993-04-20,USA,160,L,North American Skater,ECAC,Union College,1,4,180.34,0.41,2.83,9.63,12.46,-0.68,-0.57,-1.25,D
635,Chris Calnan,2012,59,13,0,3,79,1994-05-05,USA,187,R,North American Skater,HIGH-MA,Nobles,0,5,187.96,0.41,23.39,26.24,49.63,2.27,0.16,2.43,F
636,Oskar Sundqvist,2012,41,129,38,3,81,1994-03-23,SWE,196,R,European Skater,SWEDEN-JR.,Skelleftea Jr.,1,3,190.5,0.41,15.03,21.86,36.89,0.15,0.16,0.31,F
637,Steven Hodges,2012,72,62,-29,3,84,1994-05-05,CAN,177,L,North American Skater,WHL,Victoria,0,5,182.88,0.28,5.61,6.68,12.28,-3.95,0.03,-3.9200000000000004,F
638,Matt Grzelcyk,2012,84,28,8,3,85,1994-01-05,USA,175,L,North American Skater,USHL,USA U-18,1,1,175.26,0.41,1.32,9.86,11.18,-0.87,-0.57,-1.44,D
639,Colton Parayko,2012,56,67,3,3,86,1993-05-12,CAN,191,R,North American Skater,AJHL,Fort McMurray,1,5,193.04,0.41,3.73,14.51,18.24,0.14,-0.57,-0.42999999999999994,D
640,James Melindy,2012,61,74,-7,3,88,1993-12-11,CAN,188,R,North American Skater,QMJHL,Moncton,0,12,187.96,0.25,2.47,4.94,7.41,-1.41,-1.12,-2.5300000000000002,D
641,Brendan Leipsic,2012,65,82,16,3,89,1994-05-19,CAN,170,L,North American Skater,WHL,Portland,0,5,175.26,0.28,8.32,8.92,17.25,-3.12,0.03,-3.0900000000000003,F
642,Ben Johnson,2012,68,44,-5,3,90,1994-06-07,USA,191,L,North American Skater,OHL,Windsor,0,6,182.88,0.31,5.66,6.29,11.96,-4.01,0.06,-3.9499999999999997,F
643,Daniil Zharkov,2012,50,25,-5,3,91,1994-02-06,RUS,220,L,North American Skater,OHL,Belleville,0,2,193.04,0.31,9.65,5.45,15.1,-3.48,0.06,-3.42,F
644,Erik Gustafsson,2012,27,22,21,4,93,1992-12-18,SWE,180,L,European Skater,SWEDEN,Djurgarden,1,12,182.88,0.62,2.51,28.87,31.38,2.02,0.17,2.19,D
645,Brady Vail,2012,68,55,1,4,94,1994-03-11,USA,198,L,North American Skater,OHL,Windsor,0,3,182.88,0.31,6.82,9.29,16.11,-3.31,0.06,-3.25,F
646,Josh Anderson,2012,66,36,18,4,95,1994-05-07,CAN,199,R,North American Skater,OHL,London,1,5,187.96,0.31,4.19,3.23,7.42,-4.76,0.06,-4.7,F
647,Ben Thomson,2012,67,137,21,4,96,1993-01-16,CAN,212,L,North American Skater,OHL,Kitchener,0,1,193.04,0.31,2.81,7.91,10.72,-4.21,0.06,-4.15,F
648,Kevin Roy,2012,59,50,44,4,97,1993-05-20,CAN,156,L,North American Skater,USHL,Lincoln,0,5,175.26,0.41,21.46,19.87,41.33,0.89,0.16,1.05,F
649,Adam Gilmour,2012,56,28,0,4,98,1994-01-29,USA,187,R,North American Skater,HIGH-MA,Nobles,0,1,190.5,0.41,22.3,27.75,50.05,2.34,0.16,2.5,F
650,Erik Karlsson,2012,51,78,2,4,99,1994-07-28,SWE,169,L,European Skater,SWEDEN-JR.,Frolunda Jr.,0,7,182.88,0.41,9.52,14.56,24.08,-1.99,0.16,-1.83,F
651,Thomas Di Pauli,2012,76,28,11,4,100,1994-04-29,USA,188,L,North American Skater,USHL,USA U-18,0,4,180.34,0.41,6.3,5.56,11.85,-4.03,0.16,-3.87,F
652,Cedric Paquette,2012,63,88,1,4,101,1993-08-13,CAN,199,L,North American Skater,QMJHL,Blainville-Boisbriand,1,8,185.42,0.25,7.16,3.93,11.09,-4.15,0.0,-4.15,F
653,Rhett Holland,2012,47,223,0,4,102,1993-09-25,CAN,220,R,North American Skater,AJHL,Okotoks,0,9,187.96,0.41,1.74,4.06,5.79,-1.64,-0.57,-2.21,D
