,draft_year,draft_round,pick_no,team,prospect_name,prospect_id,dob,birth_country,height,weight,shoots,nhl_id,position,prospect_category,amateur_league,amateur_team
644,2012,1,13,Dallas Stars,Radek Faksa,31629,1994-01-09,CZE,"6' 3""",212,L,8476889,C,North American Skater,OHL,Kitchener
645,2012,1,14,Buffalo Sabres,Zemgus Girgensons,8979,1994-01-05,LVA,"6' 2""",203,L,8476878,C,North American Skater,USHL,Dubuque
646,2012,1,15,Ottawa Senators,Cody Ceci,3849,1993-12-21,CAN,"6' 2""",205,R,8476879,D,North American Skater,OHL,Ottawa
647,2012,1,16,Washington Capitals,Tom Wilson,26317,1994-03-29,CAN,"6' 4""",205,R,8476880,RW,North American Skater,OHL,Plymouth
648,2012,1,17,San Jose Sharks,Tomas Hertl,34014,1993-11-12,CZE,"6' 2""",196,L,8476881,C,European Skater,CZECH,Slavia
649,2012,1,18,Chicago Blackhawks,Teuvo Teravainen,49153,1994-09-11,FIN,"5' 11""",176,L,8476882,LW,European Skater,FINLAND,Jokerit
651,2012,1,20,Philadelphia Flyers,Scott Laughton,13750,1994-05-30,CAN,"6' 1""",189,L,8476872,C,North American Skater,OHL,Oshawa
652,2012,1,21,Calgary Flames,Mark Jankowski,11615,1994-09-13,CAN,"6' 2""",168,L,8476873,C,North American Skater,HIGH-QC,Stanstead College
653,2012,1,22,Pittsburgh Penguins,Olli Maatta,40071,1994-08-22,FIN,"6' 2""",204,L,8476874,D,North American Skater,OHL,London
654,2012,1,23,Florida Panthers,Mike Matheson,15783,1994-02-27,CAN,"6' 2""",178,L,8476875,D,North American Skater,USHL,Dubuque
656,2012,1,25,St. Louis Blues,Jordan Schmaltz,21864,1993-10-08,USA,"6' 2""",180,R,8476877,D,North American Skater,USHL,Green Bay
657,2012,1,26,Vancouver Canucks,Brendan Gaunce,8589,1994-03-25,CAN,"6' 2""",218,L,8476867,C,North American Skater,OHL,Belleville
658,2012,1,27,Phoenix Coyotes,Henrik Samuelsson,21539,1994-02-07,USA,"6' 3""",210,R,8476868,N/A,North American Skater,WHL,Edmonton
659,2012,1,28,New York Rangers,Brady Skjei,22695,1994-03-26,USA,"6' 3""",214,L,8476869,D,North American Skater,USHL,USA U-18
660,2012,1,29,New Jersey Devils,Stefan Matteau,15804,1994-02-23,USA,"6' 2""",215,L,8476870,C,North American Skater,USHL,USA U-18
661,2012,1,30,Los Angeles Kings,Tanner Pearson,19135,1992-08-10,CAN,"6' 0""",193,L,8476871,LW,North American Skater,OHL,Barrie
663,2012,2,32,Edmonton Oilers,Mitchell Moroz,17427,1994-05-03,CAN,"6' 2""",211,L,8476862,LW,North American Skater,WHL,Edmonton
664,2012,2,33,Montréal Canadiens,Sebastian Collberg,30266,1994-02-23,SWE,"5' 11""",181,R,8476863,RW,European Skater,SWEDEN,Frolunda
665,2012,2,34,New York Islanders,Ville Pokka,44210,1994-06-03,FIN,"6' 0""",205,R,8476864,D,North American Skater,FINLAND,Karpat
666,2012,2,35,Toronto Maple Leafs,Matthew Finn,7645,1994-02-24,CAN,"6' 0""",205,L,8476865,D,North American Skater,OHL,Guelph
667,2012,2,36,Anaheim Ducks,Nicolas Kerdiles,12456,1994-01-11,USA,"6' 2""",196,L,8476866,LW,North American Skater,USHL,USA U-18
668,2012,2,37,Nashville Predators,Pontus Aberg,27094,1993-09-23,SWE,"5' 11""",196,R,8476857,LW,European Skater,SWEDEN,Djurgarden
669,2012,2,38,Carolina Hurricanes,Phillip Di Giuseppe,6078,1993-10-09,CAN,"6' 0""",197,L,8476858,LW,North American Skater,CCHA,U. of Michigan
670,2012,2,39,Winnipeg Jets,Lukas Sutter,23848,1993-10-04,USA,"6' 0""",209,L,8476859,C,North American Skater,WHL,Red Deer
671,2012,2,40,Tampa Bay Lightning,Dylan Blujus,2014,1994-01-22,USA,"6' 3""",198,R,8476860,D,North American Skater,OHL,Brampton
672,2012,2,41,Colorado Avalanche,Mitchell Heard,10361,1992-03-12,CAN,"6' 0""",188,L,8476575,C,North American Skater,OHL,Plymouth
673,2012,2,42,Calgary Flames,Patrick Sieloff,22483,1994-05-15,USA,"6' 1""",210,L,8476890,D,North American Skater,USHL,USA U-18
674,2012,2,43,Dallas Stars,Ludwig Bystrom,29724,1994-07-20,SWE,"6' 1""",187,L,8476930,D,North American Skater,SWEDEN-JR.,Modo Jr.
675,2012,2,44,Buffalo Sabres,Jake Mccabe,15957,1993-10-12,USA,"6' 0""",203,L,8476931,D,North American Skater,WCHA,U. of Wisconsin
677,2012,2,46,Minnesota Wild,Raphael Bussieres,3224,1993-11-05,CAN,"6' 1""",195,L,8476933,LW,North American Skater,QMJHL,Baie Comeau
678,2012,2,47,Carolina Hurricanes,Brock Mcginn,16232,1994-02-02,CAN,"5' 11""",186,L,8476934,LW,North American Skater,OHL,Guelph
679,2012,2,48,Chicago Blackhawks,Dillon Fournier,7985,1994-06-15,CAN,"6' 2""",188,L,8476935,D,North American Skater,QMJHL,Rouyn-Noranda
680,2012,2,49,Detroit Red Wings,Martin Frk,8238,1993-10-05,CZE,"6' 2""",194,R,8476924,RW,North American Skater,QMJHL,Halifax
681,2012,2,50,Nashville Predators,Colton Sissons,22652,1993-11-05,CAN,"6' 1""",192,R,8476925,C,North American Skater,WHL,Kelowna
682,2012,2,51,Montréal Canadiens,Dalton Thrower,24432,1993-12-20,CAN,"6' 0""",198,R,8476926,D,North American Skater,WHL,Saskatoon
683,2012,2,52,Pittsburgh Penguins,Teddy Blueger,2011,1994-08-15,LVA,"6' 1""",185,L,8476927,C,North American Skater,HIGH-MN,Shattuck-St. Mary's
684,2012,2,53,Tampa Bay Lightning,Brian Hart,10227,1993-11-25,USA,"6' 2""",203,R,8476928,RW,North American Skater,HIGH-NH,Phillips-Exeter
685,2012,2,54,Dallas Stars,Mike Winther,26354,1994-01-09,CAN,"6' 0""",191,L,8476929,C,North American Skater,WHL,Prince Albert
686,2012,2,55,San Jose Sharks,Chris Tierney,24459,1994-07-01,CAN,"6' 1""",190,L,8476919,C,North American Skater,OHL,London
687,2012,2,56,St. Louis Blues,Samuel Kurker,13206,1994-04-08,USA,"6' 2""",209,R,8476920,RW,North American Skater,HIGH-MA,St. John's Prep
688,2012,2,57,Vancouver Canucks,Alexandre Mallet,15331,1992-05-22,CAN,"6' 1""",195,R,8475978,LW,North American Skater,QMJHL,Rimouski
689,2012,2,58,Phoenix Coyotes,Jordan Martinook,15624,1992-07-25,CAN,"6' 0""",202,L,8476921,LW,North American Skater,WHL,Vancouver
690,2012,2,59,New York Rangers,Boo Nieves,18104,1994-01-23,USA,"6' 3""",200,L,8476922,C,North American Skater,HIGH-CT,Kent School
691,2012,2,60,New Jersey Devils,Damon Severson,22229,1994-08-07,CAN,"6' 2""",199,R,8476923,D,North American Skater,WHL,Kelowna
692,2012,2,61,Dallas Stars,Devin Shore,22437,1994-07-19,CAN,"6' 1""",185,L,8476913,C,North American Skater,OJHL,Whitby
694,2012,3,63,Edmonton Oilers,Jujhar Khaira,12506,1994-08-13,CAN,"6' 3""",198,L,8476915,LW,North American Skater,BCHL,Prince George
695,2012,3,64,Montréal Canadiens,Tim Bozon,29281,1994-03-24,USA,"6' 1""",205,L,8476916,LW,North American Skater,WHL,Kamloops
696,2012,3,65,New York Islanders,Adam Pelech,19173,1994-08-16,CAN,"6' 2""",215,L,8476917,D,North American Skater,OHL,Erie
697,2012,3,66,Nashville Predators,Jimmy Vesey,25289,1993-05-26,USA,"6' 1""",194,L,8476918,LW,North American Skater,EJHL,South Shore
698,2012,3,67,St. Louis Blues,Mackenzie Maceachern,53351,1994-03-09,USA,"6' 3""",180,L,8476907,LW,North American Skater,HIGH-MI,Brother Rice H.S.
699,2012,3,68,Minnesota Wild,John Draeger,6503,1993-12-02,USA,"6' 2""",186,R,8476908,D,North American Skater,HIGH-MN,Shattuck-St. Mary's
701,2012,3,70,Winnipeg Jets,Scott Kosmachuk,12946,1994-01-24,CAN,"6' 0""",195,R,8476910,RW,North American Skater,OHL,Guelph
702,2012,3,71,Tampa Bay Lightning,Tanner Richard,45219,1993-04-06,CAN,"6' 0""",186,L,8476911,C,European Skater,OHL,Guelph
703,2012,3,72,Colorado Avalanche,Troy Bourke,2429,1994-03-30,CAN,"5' 10""",173,L,8476912,C,North American Skater,WHL,Prince George
704,2012,3,73,Buffalo Sabres,Justin Kea,12302,1994-02-07,CAN,"6' 4""",215,L,8476901,C,North American Skater,OHL,Saginaw
705,2012,3,74,Dallas Stars,Esa Lindell,39443,1994-05-23,FIN,"6' 3""",198,L,8476902,D,European Skater,Finland Jr.,Jokerit Jr.
708,2012,3,77,Washington Capitals,Chandler Stephenson,23453,1994-04-22,CAN,"5' 11""",190,L,8476905,N/A,North American Skater,WHL,Regina
709,2012,3,78,Philadelphia Flyers,Shayne Gostisbehere,9244,1993-04-20,USA,"5' 11""",160,L,8476906,D,North American Skater,ECAC,Union College
710,2012,3,79,Chicago Blackhawks,Chris Calnan,3362,1994-05-05,USA,"6' 2""",187,R,8476895,RW,North American Skater,HIGH-MA,Nobles
712,2012,3,81,Pittsburgh Penguins,Oskar Sundqvist,48569,1994-03-23,SWE,"6' 3""",196,R,8476897,C,European Skater,SWEDEN-JR.,Skelleftea Jr.
713,2012,3,82,Ottawa Senators,Jarrod Maidens,15264,1994-03-04,CAN,"6' 1""",178,L,8476898,N/A,North American Skater,OHL,Owen Sound
715,2012,3,84,Florida Panthers,Steven Hodges,10817,1994-05-05,CAN,"6' 0""",177,L,8476900,C,North American Skater,WHL,Victoria
716,2012,3,85,Boston Bruins,Matt Grzelcyk,9631,1994-01-05,USA,"5' 9""",175,L,8476891,D,North American Skater,USHL,USA U-18
717,2012,3,86,St. Louis Blues,Colton Parayko,18873,1993-05-12,CAN,"6' 4""",191,R,8476892,D,North American Skater,AJHL,Fort McMurray
719,2012,3,88,Phoenix Coyotes,James Melindy,16674,1993-12-11,CAN,"6' 2""",188,R,8476893,D,North American Skater,QMJHL,Moncton
720,2012,3,89,Nashville Predators,Brendan Leipsic,14120,1994-05-19,CAN,"5' 9""",170,L,8476894,LW,North American Skater,WHL,Portland
721,2012,3,90,New Jersey Devils,Ben Johnson,11792,1994-06-07,USA,"6' 0""",191,L,8476936,LW,North American Skater,OHL,Windsor
722,2012,3,91,Edmonton Oilers,Daniil Zharkov,51995,1994-02-06,RUS,"6' 4""",220,L,8476977,LW,North American Skater,OHL,Belleville
723,2012,4,92,Pittsburgh Penguins,Matia Marcantuoni,15445,1994-02-22,CAN,"6' 0""",198,R,8476978,N/A,North American Skater,OHL,Kitchener
724,2012,4,93,Edmonton Oilers,Erik Gustafsson,33197,1992-12-18,SWE,"6' 0""",180,L,8476979,D,European Skater,SWEDEN,Djurgarden
725,2012,4,94,Montréal Canadiens,Brady Vail,24987,1994-03-11,USA,"6' 0""",198,L,8476980,C,North American Skater,OHL,Windsor
726,2012,4,95,Columbus Blue Jackets,Josh Anderson,52319,1994-05-07,CAN,"6' 2""",199,R,8476981,RW,North American Skater,OHL,London
727,2012,4,96,New Jersey Devils,Ben Thomson,24386,1993-01-16,CAN,"6' 4""",212,L,8476526,LW,North American Skater,OHL,Kitchener
728,2012,4,97,Anaheim Ducks,Kevin Roy,21256,1993-05-20,CAN,"5' 9""",156,L,8476971,C,North American Skater,USHL,Lincoln
729,2012,4,98,Minnesota Wild,Adam Gilmour,8924,1994-01-29,USA,"6' 3""",187,R,8476972,RW,North American Skater,HIGH-MA,Nobles
730,2012,4,99,Carolina Hurricanes,Erik Karlsson,36201,1994-07-28,SWE,"6' 0""",169,L,8476973,C,European Skater,SWEDEN-JR.,Frolunda Jr.
731,2012,4,100,Washington Capitals,Thomas Di Pauli,6223,1994-04-29,USA,"5' 11""",188,L,8476974,C,North American Skater,USHL,USA U-18
732,2012,4,101,Tampa Bay Lightning,Cedric Paquette,18858,1993-08-13,CAN,"6' 1""",199,L,8476975,C,North American Skater,QMJHL,Blainville-Boisbriand
733,2012,4,102,Phoenix Coyotes,Rhett Holland,10902,1993-09-25,CAN,"6' 2""",220,R,8476976,D,North American Skater,AJHL,Okotoks
734,2012,4,103,New York Islanders,Loic Leduc,13990,1994-06-14,CAN,"6' 6""",220,R,8476965,D,North American Skater,QMJHL,Cape Breton
735,2012,4,104,Dallas Stars,Gemel Smith,22855,1994-04-16,CAN,"5' 10""",171,L,8476966,C,North American Skater,OHL,Owen Sound
736,2012,4,105,Calgary Flames,Brett Kulak,13179,1994-01-06,CAN,"6' 1""",187,L,8476967,D,North American Skater,WHL,Vancouver
737,2012,4,106,Ottawa Senators,Timothy Boyle,2542,1993-03-21,USA,"6' 2""",185,R,8476968,D,North American Skater,HIGH-MA,Nobles
738,2012,4,107,Washington Capitals,Austin Wuthrich,26575,1993-08-11,USA,"6' 1""",190,R,8476969,RW,North American Skater,CCHA,Notre Dame
739,2012,4,108,Anaheim Ducks,Andrew O'Brien,18289,1992-11-21,CAN,"6' 4""",208,L,8476970,D,North American Skater,QMJHL,Chicoutimi
740,2012,4,109,San Jose Sharks,Christophe Lalancette,13421,1994-05-06,CAN,"6' 1""",188,R,8476959,LW,North American Skater,QMJHL,Acadie-Bathurst
741,2012,4,110,Detroit Red Wings,Andreas Athanasiou,617,1994-08-06,CAN,"6' 0""",177,L,8476960,N/A,North American Skater,OHL,London
742,2012,4,111,Philadelphia Flyers,Fredrik Larsson,53489,1994-07-04,SWE,"6' 4""",170,L,8476961,D,North American Skater,SWEDEN-JR.,Brynas Jr.
743,2012,4,112,Nashville Predators,Zach Stepan,23448,1994-01-06,USA,"5' 11""",175,L,8476962,C,North American Skater,HIGH-MN,Shattuck-St. Mary's
745,2012,4,114,Florida Panthers,Alexander Delnov,52911,1994-01-14,RUS,"6' 1""",198,L,8476964,LW,North American Skater,RUSSIA-JR.,Mytischi 2
746,2012,4,115,Carolina Hurricanes,Trevor Carrick,3670,1994-07-04,CAN,"6' 2""",185,L,8476953,D,North American Skater,OHL,Mississauga St. Michael's
747,2012,4,116,St. Louis Blues,Nicholas Walters,25600,1994-04-11,CAN,"6' 2""",203,L,8476954,D,North American Skater,WHL,Everett
748,2012,4,117,Philadelphia Flyers,Taylor Leier,14113,1994-02-15,CAN,"5' 10""",174,L,8476955,LW,North American Skater,WHL,Portland
749,2012,4,118,Nashville Predators,Mikko Vainonen,50147,1994-04-11,FIN,"6' 3""",222,L,8476956,D,North American Skater,Finland Jr.,HIFK Jr.
750,2012,4,119,New York Rangers,Calle Andersson,27514,1994-05-16,SWE,"6' 2""",207,R,8476957,D,European Skater,SWEDEN-JR.,Farjestad Jr.
751,2012,4,120,Carolina Hurricanes,Jaccob Slavin,22730,1994-05-01,USA,"6' 3""",195,L,8476958,D,North American Skater,USHL,Chicago
752,2012,4,121,Los Angeles Kings,Nikolai Prokhorkin,44571,1993-09-17,RUS,"6' 3""",200,L,8476947,C,European Skater,RUSSIA-JR.,CSKA 2
753,2012,5,122,Montréal Canadiens,Charles Hudon,11195,1994-06-23,CAN,"5' 10""",183,L,8476948,LW,North American Skater,QMJHL,Chicoutimi
754,2012,5,123,Edmonton Oilers,Joey Laleggia,13425,1992-06-24,CAN,"5' 9""",182,L,8476949,D,North American Skater,WCHA,U. of Denver
755,2012,5,124,Calgary Flames,Ryan Culkin,5229,1993-12-15,CAN,NaN,194,L,8476950,D,North American Skater,QMJHL,Quebec
756,2012,5,125,New York Islanders,Doyle Somerby,23066,1994-07-04,USA,"6' 4""",232,L,8476951,D,North American Skater,HIGH-NH,Kimball Union Academy
757,2012,5,126,Toronto Maple Leafs,Dominic Toninato,24576,1994-03-09,USA,"6' 0""",180,L,8476952,C,North American Skater,HIGH-MN,Duluth East H.S.
758,2012,5,127,Anaheim Ducks,Brian Cooper,4744,1993-11-01,USA,"5' 10""",184,L,8476942,D,North American Skater,USHL,Fargo
759,2012,5,128,Minnesota Wild,Daniel Gunnarsson,33140,1992-04-15,SWE,"6' 4""",205,R,8476943,D,European Skater,SWEDEN,Lulea
760,2012,5,129,Carolina Hurricanes,Brendan Woods,57278,1992-03-03,NaN,"5' 8""",165,L,8476944,LW,North American Skater,WCHA,U. of Wisconsin
762,2012,5,131,Boston Bruins,Seth Griffith,9552,1993-01-04,CAN,"5' 10""",185,R,8476495,C,North American Skater,OHL,London
763,2012,5,132,Colorado Avalanche,Michael Clarke,4299,1994-04-29,CAN,"5' 11""",191,L,8476946,C,North American Skater,OHL,Windsor
764,2012,5,133,Buffalo Sabres,Logan Nelson,17961,1993-09-09,USA,"6' 2""",187,R,8476937,C,North American Skater,WHL,Victoria
765,2012,5,134,Dallas Stars,Branden Troock,24751,1994-03-20,CAN,"6' 3""",215,R,8476938,RW,North American Skater,WHL,Seattle
766,2012,5,135,New Jersey Devils,Graham Black,52709,1993-01-13,CAN,"6' 0""",184,L,8476939,C,North American Skater,WHL,Swift Current
767,2012,5,136,Ottawa Senators,Robert Baillargeon,799,1993-11-26,USA,"6' 0""",164,R,8476940,C,North American Skater,USHL,Indiana
768,2012,5,137,Washington Capitals,Connor Carrick,3667,1994-04-13,USA,"5' 10""",199,R,8476941,D,North American Skater,USHL,USA U-18
769,2012,5,138,San Jose Sharks,Danny O'Regan,18398,1994-01-30,DEU,"5' 10""",176,R,8476982,C,North American Skater,HIGH-MA,St. Sebastian's School
770,2012,5,139,Chicago Blackhawks,Garret Ross,21132,1992-05-26,USA,"6' 0""",182,L,8475966,LW,North American Skater,OHL,Saginaw
771,2012,5,140,Detroit Red Wings,Michael Mckee,16355,1993-08-17,CAN,"6' 4""",245,L,8477022,D,North American Skater,USHL,Lincoln
772,2012,5,141,Philadelphia Flyers,Reece Willcox,26136,1994-03-20,CAN,"6' 3""",205,R,8477023,D,North American Skater,BCHL,Merritt
773,2012,5,142,New York Rangers,Thomas Spelling,47916,1993-02-09,DNK,"6' 1""",176,R,8477024,RW,European Skater,DENMARK,Herning
774,2012,5,143,Pittsburgh Penguins,Clark Seymour,22243,1993-05-18,CAN,"6' 2""",201,R,8477025,D,North American Skater,OHL,Peterborough
776,2012,5,145,Boston Bruins,Cody Payne,19098,1994-01-14,GBR,"6' 2""",210,R,8477016,RW,North American Skater,OHL,Plymouth
778,2012,5,147,Vancouver Canucks,Ben Hutton,11349,1993-04-20,CAN,"6' 2""",183,L,8477018,D,North American Skater,CCHL,Nepean
779,2012,5,148,Phoenix Coyotes,Niklas Tikkinen,49321,1994-06-01,FIN,"5' 11""",185,L,8477019,D,European Skater,Finland Jr.,Blues Jr.
780,2012,5,149,Chicago Blackhawks,Travis Brown,2940,1994-03-15,CAN,"6' 2""",191,L,8477020,D,North American Skater,WHL,Moose Jaw
781,2012,5,150,New Jersey Devils,Alexander Kerfoot,12457,1994-08-11,CAN,"5' 8""",169,L,8477021,C,North American Skater,BCHL,Coquitlam
782,2012,5,151,Los Angeles Kings,Colin Miller,16929,1992-10-29,CAN,"6' 0""",175,R,8476525,D,North American Skater,OHL,Sault Ste. Marie
783,2012,6,152,Columbus Blue Jackets,Daniel Zaar,51707,1994-04-24,SWE,"6' 0""",178,R,8477011,LW,European Skater,SWEDEN-JR.,Rogle Jr.
784,2012,6,153,Edmonton Oilers,John Mccarron,15988,1992-04-16,USA,"6' 2""",219,R,8477012,RW,North American Skater,ECAC,Cornell U.
785,2012,6,154,Montréal Canadiens,Erik Nystrom,42595,1993-10-30,SWE,"5' 11""",176,L,8477013,LW,European Skater,SWEDEN-JR.,Modo Jr.
786,2012,6,155,New York Islanders,Jesse Graham,9331,1994-05-13,CAN,"6' 0""",176,R,8477014,D,North American Skater,OHL,Niagara
787,2012,6,156,Toronto Maple Leafs,Connor Brown,2882,1994-01-14,CAN,"5' 11""",170,R,8477015,RW,North American Skater,OHL,Erie
788,2012,6,157,Toronto Maple Leafs,Ryan Rupert,21332,1994-06-02,CAN,"5' 8""",189,L,8477005,C,North American Skater,OHL,London
789,2012,6,158,Minnesota Wild,Christoph Bertschy,28703,1994-04-05,CHE,"5' 10""",185,R,8477006,RW,North American Skater,SWISS,Bern
791,2012,6,160,Winnipeg Jets,Ryan Olsen,18519,1994-03-25,CAN,"6' 1""",191,R,8477008,C,North American Skater,WHL,Saskatoon
792,2012,6,161,Tampa Bay Lightning,Jake Dotchin,6419,1994-03-24,CAN,"6' 2""",222,R,8477009,D,North American Skater,OHL,Owen Sound
793,2012,6,162,Colorado Avalanche,Joseph Blandisi,1958,1994-07-18,CAN,"6' 0""",195,L,8477010,N/A,North American Skater,OHL,Owen Sound
795,2012,6,164,Nashville Predators,Simon Fernholm,31788,1994-03-06,SWE,"6' 6""",205,L,8477000,D,European Skater,SWEDEN-JR.,Huddinge Jr.
796,2012,6,165,Calgary Flames,Coda Gordon,52708,1994-08-04,CAN,"6' 1""",190,L,8477001,LW,North American Skater,WHL,Swift Current
798,2012,6,167,Washington Capitals,Riley Barber,932,1994-02-07,USA,"6' 0""",185,R,8477003,RW,North American Skater,USHL,USA U-18
799,2012,6,168,San Jose Sharks,Clifford Watson,25722,1993-12-21,USA,"6' 2""",208,L,8477004,D,North American Skater,USHL,Sioux City
800,2012,6,169,Chicago Blackhawks,Vinnie Hinostroza,10767,1994-04-03,USA,"5' 9""",170,R,8476994,C,North American Skater,USHL,Waterloo
801,2012,6,170,Detroit Red Wings,James De Haas,53061,1994-05-03,CAN,"6' 3""",200,L,8476995,D,North American Skater,OJHL,Toronto Lakeshore
802,2012,6,171,Los Angeles Kings,Tomas Hyka,34743,1993-03-23,CZE,"6' 0""",174,R,8476617,RW,North American Skater,QMJHL,Gatineau
803,2012,6,172,Nashville Predators,Max Gortz,32814,1993-01-28,SWE,"6' 2""",201,R,8476996,RW,European Skater,SWEDEN-JR.,Farjestad Jr.
804,2012,6,173,Pittsburgh Penguins,Anton Zlobin,26877,1993-02-22,RUS,"6' 0""",198,R,8476997,RW,European Skater,QMJHL,Shawinigan
805,2012,6,174,Florida Panthers,Francis Beauvillier,1300,1993-10-22,CAN,"6' 2""",197,L,8476998,LW,North American Skater,QMJHL,Rimouski
806,2012,6,175,Boston Bruins,Matt Benning,1503,1994-05-25,CAN,"6' 0""",200,R,8476988,D,North American Skater,AJHL,Spruce Grove
807,2012,6,176,St. Louis Blues,Petteri Lindbohm,39437,1993-09-23,FIN,"6' 3""",209,L,8476989,D,European Skater,Finland Jr.,Jokerit Jr.
808,2012,6,177,Vancouver Canucks,Wesley Myron,53337,1992-08-16,CAN,"6' 2""",182,L,8476990,LW,North American Skater,BCHL,Victoria
809,2012,6,178,Phoenix Coyotes,Samuel Fejes,53031,1994-05-31,USA,"6' 1""",190,L,8476991,LW,North American Skater,HIGH-MN,Shattuck-St. Mary's
811,2012,6,180,New Jersey Devils,Artur Gavrus,32460,1994-01-03,BLR,"5' 11""",185,L,8476993,C,North American Skater,OHL,Owen Sound
812,2012,6,181,Los Angeles Kings,Paul Ladue,13348,1992-09-06,USA,"6' 1""",193,R,8476983,D,North American Skater,USHL,Lincoln
813,2012,7,182,Columbus Blue Jackets,Gianluca Curcuruto,5276,1994-02-25,CAN,"6' 1""",201,L,8476984,D,North American Skater,OHL,Sault Ste. Marie
814,2012,7,183,Dallas Stars,Dmitry Sinitsyn,52583,1994-06-17,RUS,"6' 2""",206,R,8476985,D,North American Skater,H-EAST,U. Mass-Lowell
816,2012,7,185,New York Islanders,Jake Bischoff,1847,1994-07-25,USA,"6' 0""",182,L,8476987,D,North American Skater,HIGH-MN,Grand Rapids
817,2012,7,186,Calgary Flames,Matthew Deblouw,5724,1993-09-17,USA,"6' 0""",179,L,8477027,C,North American Skater,USHL,Muskegon
818,2012,7,187,Anaheim Ducks,Kenton Helgesen,10449,1994-03-19,CAN,"6' 3""",186,L,8477047,D,North American Skater,WHL,Calgary
819,2012,7,188,Minnesota Wild,Louis Nanne,17848,1994-06-18,USA,"5' 10""",162,L,8477048,LW,North American Skater,HIGH-MN,Edina H.S.
820,2012,7,189,Carolina Hurricanes,Brendan Collier,4537,1993-10-08,USA,"5' 9""",168,L,8477049,LW,North American Skater,HIGH-MA,Malden Catholic H.S.
823,2012,7,192,Colorado Avalanche,Colin Smith,22824,1993-06-20,CAN,"5' 10""",185,R,8476536,C,North American Skater,WHL,Kamloops
824,2012,7,193,Buffalo Sabres,Brady Austin,679,1993-06-16,CAN,"6' 4""",233,L,8477041,D,North American Skater,OHL,Belleville
825,2012,7,194,Florida Panthers,Jonatan Nielsen,42090,1993-09-11,SWE,"6' 3""",185,R,8477042,D,European Skater,SWEDEN-JR.,Linkoping Jr.
826,2012,7,195,Washington Capitals,Christian Djoos,30706,1994-08-06,SWE,"5' 11""",180,L,8477043,D,European Skater,SWEDEN-JR.,Brynas Jr.
827,2012,7,196,Ottawa Senators,Mikael Wikstrand,51346,1993-11-05,SWE,"6' 2""",196,L,8477044,D,European Skater,SWEDEN-2,Mora
828,2012,7,197,Washington Capitals,Jaynen Rissling,20759,1993-09-21,CAN,"6' 4""",207,L,8477045,D,North American Skater,WHL,Calgary
829,2012,7,198,San Jose Sharks,Joakim Ryan,21408,1993-06-17,USA,"5' 10""",182,L,8477046,D,North American Skater,ECAC,Cornell U.
831,2012,7,200,Detroit Red Wings,Rasmus Bodin,54647,1994-05-05,SWE,"6' 6""",230,L,8477036,C,European Skater,SWEDEN,Ostersunds
832,2012,7,201,Philadelphia Flyers,Valeri Vasiliev,50349,1994-05-31,RUS,"6' 2""",222,L,8477037,D,European Skater,RUSSIA-JR.,Spartak 2
